Student Age,Income,Demographics,Learning Methods,Listening Skills,Study Hours per Week,Tech Proficiency,Attendance Rate,Time Management Skills,Motivation Level,Family Support,Correct Response Rate,Response Time (ms),Confidence Level,Recommended Learning Path,Intervention Flag,Content Difficulty Level,Number of Tutor Sessions,Engagement with Supplemental Resources,Personalization Score
24,87844,Urban,Online,Hearing,33,Advanced,65.69,Average,5,High,0.74,3307,2.5,"Linear Regression, Neural Networks, Deep Learning",True,Hard,1,0.97,0.7
28,39934,Rural,Hybrid,Kinesthetic,12,Beginner,69.18,Average,7,Low,0.56,14615,2.1,"Algorithms, Data Structures, System Design",False,Medium,4,0.51,0.71
18,82796,Rural,Hybrid,Hearing,34,Advanced,60.92,Good,8,Low,0.57,7680,8.0,"Linear Regression, Neural Networks, Deep Learning",True,Hard,1,0.61,0.56
30,93347,Suburban,Hybrid,Visual,3,Advanced,99.58,Poor,2,Medium,0.52,16547,1.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,4,0.29,0.11
29,12124,Urban,Online,Hearing,18,Advanced,84.14,Good,9,High,0.62,1464,4.4,"Linear Regression, Neural Networks, Deep Learning",False,Medium,12,0.03,0.37
28,98451,Rural,Online,Hearing,19,Intermediate,91.57,Average,5,Low,0.88,1916,9.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,5,0.22,0.54
23,11255,Rural,Hybrid,Visual,9,Intermediate,55.31,Good,4,Medium,0.72,17393,7.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,11,0.07,0.21
21,62778,Urban,Offline,Visual,29,Advanced,79.75,Poor,6,High,0.71,8468,7.8,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,10,0.36,0.64
23,30201,Suburban,Offline,Visual,10,Advanced,60.37,Good,8,Low,0.67,15660,10.0,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,1,0.78,0.38
24,88227,Urban,Online,Kinesthetic,10,Advanced,51.11,Average,6,Low,0.57,12878,4.6,"Algorithms, Data Structures, System Design",False,Easy,14,0.33,0.62
29,83402,Urban,Online,Visual,18,Advanced,56.75,Poor,3,Medium,0.69,13398,5.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,13,0.34,0.86
27,28873,Rural,Online,Hearing,34,Intermediate,70.44,Average,6,Low,0.64,8777,6.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,12,0.18,0.89
21,99247,Urban,Online,Hearing,12,Advanced,57.4,Average,9,High,0.79,19943,6.2,"Algorithms, Data Structures, System Design",False,Medium,0,0.29,0.4
29,24653,Rural,Online,Hearing,36,Beginner,94.7,Average,2,Medium,0.8,6588,7.7,"Algorithms, Data Structures, System Design",True,Medium,5,0.25,0.45
32,22700,Rural,Hybrid,Kinesthetic,38,Beginner,93.99,Good,2,Low,0.74,12464,5.0,"Linear Regression, Neural Networks, Deep Learning",False,Hard,5,0.91,0.76
30,51982,Suburban,Online,Visual,14,Beginner,86.48,Good,9,Low,0.64,7462,8.4,"Algorithms, Data Structures, System Design",False,Medium,6,0.46,0.33
22,30233,Suburban,Offline,Hearing,12,Advanced,99.07,Good,9,Medium,0.92,11284,9.0,"Algorithms, Data Structures, System Design",True,Hard,2,0.72,0.34
25,57899,Rural,Offline,Hearing,37,Beginner,76.91,Good,1,Medium,0.98,14211,9.7,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,1,0.41,0.26
21,87889,Suburban,Offline,Kinesthetic,3,Intermediate,93.85,Poor,8,Medium,0.69,1645,9.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,5,0.04,0.54
19,91190,Rural,Offline,Kinesthetic,10,Intermediate,89.79,Poor,9,High,0.93,7243,3.0,"Algorithms, Data Structures, System Design",True,Easy,3,0.98,0.52
20,98009,Rural,Offline,Hearing,39,Intermediate,52.51,Poor,5,High,0.65,10904,2.8,"Linear Regression, Neural Networks, Deep Learning",False,Easy,14,0.73,0.45
26,12510,Urban,Hybrid,Kinesthetic,25,Beginner,98.8,Good,2,High,0.73,5914,5.2,"Algorithms, Data Structures, System Design",False,Hard,13,0.1,0.37
30,83837,Urban,Hybrid,Visual,30,Intermediate,61.13,Poor,3,High,0.93,10296,9.7,"Linear Regression, Neural Networks, Deep Learning",True,Easy,10,0.4,0.04
24,40239,Suburban,Offline,Hearing,9,Advanced,95.48,Poor,3,Medium,0.8,17500,2.4,"Algorithms, Data Structures, System Design",False,Easy,10,0.03,0.13
23,13492,Suburban,Hybrid,Visual,19,Beginner,80.13,Average,8,High,0.71,5658,2.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,2,0.84,0.82
27,32691,Suburban,Offline,Kinesthetic,34,Intermediate,75.34,Poor,7,Low,0.92,2077,7.9,"Linear Regression, Neural Networks, Deep Learning",False,Easy,10,0.44,0.96
33,21015,Urban,Hybrid,Kinesthetic,3,Intermediate,94.77,Good,3,Low,0.73,17989,8.2,"Algorithms, Data Structures, System Design",False,Medium,9,0.13,0.02
34,85975,Urban,Hybrid,Visual,12,Advanced,71.41,Average,2,Medium,0.65,5904,1.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,0,0.69,0.5
30,98826,Suburban,Hybrid,Hearing,22,Advanced,84.24,Good,5,High,0.79,7671,8.2,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,12,0.64,0.26
25,32063,Rural,Offline,Kinesthetic,38,Beginner,71.7,Average,1,Medium,0.91,13913,5.9,"Linear Regression, Neural Networks, Deep Learning",False,Medium,12,0.58,0.0
27,86231,Rural,Offline,Visual,4,Intermediate,52.38,Average,8,Low,0.92,6452,9.2,"Algorithms, Data Structures, System Design",False,Medium,4,0.28,0.23
20,14653,Rural,Hybrid,Visual,30,Advanced,67.36,Poor,9,Medium,0.9,6812,3.2,"Linear Regression, Neural Networks, Deep Learning",False,Hard,1,0.69,0.21
27,61597,Suburban,Hybrid,Hearing,18,Advanced,90.01,Average,9,Low,0.77,4882,5.0,"Linear Regression, Neural Networks, Deep Learning",True,Hard,13,0.15,0.47
25,73889,Urban,Online,Hearing,6,Advanced,71.27,Good,5,Low,0.84,17430,9.2,"Linear Regression, Neural Networks, Deep Learning",False,Easy,10,0.31,0.89
33,21377,Rural,Hybrid,Hearing,8,Intermediate,59.42,Poor,7,High,0.96,11232,7.2,"Algorithms, Data Structures, System Design",False,Medium,3,0.53,0.79
22,48551,Rural,Online,Kinesthetic,4,Beginner,56.86,Poor,1,Medium,0.53,2329,4.7,"Linear Regression, Neural Networks, Deep Learning",False,Medium,12,0.85,0.09
30,80106,Urban,Online,Kinesthetic,32,Intermediate,97.92,Average,2,Medium,0.54,9945,5.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,5,0.9,0.38
34,87407,Rural,Online,Hearing,3,Advanced,82.01,Average,9,Low,0.86,4215,1.7,"Linear Regression, Neural Networks, Deep Learning",False,Easy,11,0.67,0.31
21,47856,Urban,Offline,Kinesthetic,25,Advanced,80.27,Good,6,Medium,0.9,6404,6.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,1,0.16,0.75
20,69307,Urban,Hybrid,Kinesthetic,7,Advanced,82.75,Average,6,High,0.68,7661,8.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,7,0.78,0.23
26,89786,Suburban,Offline,Visual,2,Intermediate,72.97,Average,6,High,0.6,5194,4.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,8,0.45,0.89
33,86774,Rural,Online,Hearing,14,Advanced,70.98,Poor,2,Low,0.54,13458,7.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,4,0.83,0.96
18,10808,Suburban,Offline,Hearing,23,Intermediate,81.57,Average,2,Medium,0.9,17670,2.9,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,11,0.86,0.13
34,61125,Suburban,Offline,Visual,25,Beginner,95.04,Average,6,Medium,0.58,19937,7.3,"Algorithms, Data Structures, System Design",True,Easy,14,0.06,0.17
24,52898,Urban,Offline,Hearing,10,Advanced,93.29,Good,3,Medium,0.61,17546,1.3,"Linear Regression, Neural Networks, Deep Learning",False,Hard,14,0.08,0.61
18,21771,Rural,Offline,Visual,34,Intermediate,97.53,Poor,9,High,0.55,19674,7.6,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,8,0.42,0.59
21,35001,Urban,Online,Visual,7,Advanced,88.38,Good,2,Medium,0.52,2157,2.9,"Linear Regression, Neural Networks, Deep Learning",True,Easy,6,0.44,0.82
24,28380,Rural,Offline,Visual,12,Advanced,63.99,Poor,1,Medium,0.95,6133,3.7,"Linear Regression, Neural Networks, Deep Learning",False,Hard,12,0.28,0.78
23,10405,Rural,Offline,Kinesthetic,11,Beginner,57.83,Good,3,Low,0.88,7021,3.8,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,0,0.75,0.81
20,66941,Urban,Hybrid,Visual,1,Advanced,80.46,Good,3,High,0.52,3796,1.2,"Linear Regression, Neural Networks, Deep Learning",True,Medium,8,0.14,0.92
34,23072,Urban,Hybrid,Visual,6,Advanced,68.99,Average,7,Low,0.96,5694,2.3,"Algorithms, Data Structures, System Design",False,Medium,14,0.61,0.64
29,83251,Suburban,Offline,Kinesthetic,37,Beginner,98.75,Poor,2,Medium,0.93,14682,1.5,"Linear Regression, Neural Networks, Deep Learning",False,Hard,10,0.7,0.24
